Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Destroyed: potatobot503 (distance: 135, speed: 7, health: 0)
Destroyed: potatobot764 (distance: 157, speed: 8, health: 0)
Destroyed: will626 (distance: 157, speed: 8, health: 0)
Destroyed: bing1264 (distance: 175, speed: 9, health: 0)
Destroyed: cris1137 (distance: 158, speed: 8, health: 0)
Destroyed: cris1236 (distance: 171, speed: 9, health: 0)
Destroyed: cris2784 (distance: 134, speed: 7, health: 0)
Destroyed: darden1234 (distance: 152, speed: 8, health: 0)
Destroyed: garcia2684 (distance: 194, speed: 10, health: 0)
Destroyed: garcia3269 (distance: 194, speed: 10, health: 0)
Destroyed: garcia758 (distance: 39, speed: 2, health: 0)
Destroyed: noah1735 (distance: 78, speed: 4, health: 0)
Destroyed: noah1960 (distance: 179, speed: 9, health: 0)
Destroyed: noah3526 (distance: 77, speed: 4, health: 0)
Destroyed: potatobot1988 (distance: 139, speed: 7, health: 0)
Destroyed: will3704 (distance: 190, speed: 10, health: 0)
Destroyed: bing1120 (distance: 140, speed: 7, health: 0)
Destroyed: bing508 (distance: 60, speed: 3, health: 0)
Destroyed: bing76 (distance: 62, speed: 3, health: 0)
Destroyed: cris1056 (distance: 140, speed: 7, health: 0)
Destroyed: cris174 (distance: 104, speed: 5, health: 0)
Destroyed: cris3486 (distance: 208, speed: 10, health: 0)
Destroyed: cris3954 (distance: 201, speed: 10, health: 0)
Destroyed: darden1423 (distance: 165, speed: 8, health: 0)
Destroyed: darden1486 (distance: 162, speed: 8, health: 0)
Destroyed: noah2194 (distance: 203, speed: 10, health: 0)
Destroyed: paoletti2160 (distance: 103, speed: 5, health: 0)
Destroyed: paoletti2853 (distance: 206, speed: 10, health: 0)
Destroyed: paoletti2961 (distance: 203, speed: 10, health: 0)
Destroyed: potatobot1592 (distance: 141, speed: 7, health: 0)
Destroyed: potatobot3419 (distance: 121, speed: 6, health: 0)
Destroyed: potatobot3464 (distance: 165, speed: 8, health: 0)
Destroyed: will2390 (distance: 62, speed: 3, health: 0)
Destroyed: will2561 (distance: 163, speed: 8, health: 0)
Destroyed: bing2650 (distance: 185, speed: 9, health: 0)
Destroyed: cris255 (distance: 142, speed: 7, health: 0)
Destroyed: cris3657 (distance: 206, speed: 10, health: 0)
Destroyed: darden1711 (distance: 167, speed: 8, health: 0)
Destroyed: darden2143 (distance: 183, speed: 9, health: 0)
Destroyed: darden2935 (distance: 184, speed: 9, health: 0)
Destroyed: darden901 (distance: 123, speed: 6, health: 0)
Destroyed: fee2202 (distance: 183, speed: 9, health: 0)
Destroyed: garcia2180 (distance: 143, speed: 7, health: 0)
Destroyed: paoletti2682 (distance: 200, speed: 10, health: 0)
Destroyed: paoletti540 (distance: 82, speed: 4, health: 0)
Destroyed: potatobot2159 (distance: 161, speed: 8, health: 0)
Destroyed: potatobot2267 (distance: 60, speed: 3, health: 0)
Destroyed: will2723 (distance: 203, speed: 10, health: 0)
Destroyed: bing1282 (distance: 180, speed: 9, health: 0)
Destroyed: bing1534 (distance: 82, speed: 4, health: 0)
Destroyed: cris1893 (distance: 184, speed: 9, health: 0)
Destroyed: darden2242 (distance: 207, speed: 10, health: 0)
Destroyed: darden2377 (distance: 164, speed: 8, health: 0)
Destroyed: darden3754 (distance: 120, speed: 6, health: 0)
Destroyed: garcia2099 (distance: 206, speed: 10, health: 0)
Destroyed: noah3076 (distance: 125, speed: 6, health: 0)
Destroyed: potatobot2942 (distance: 40, speed: 2, health: 0)
Destroyed: will1571 (distance: 183, speed: 9, health: 0)
Destroyed: bing2020 (distance: 83, speed: 4, health: 0)
Destroyed: darden1675 (distance: 164, speed: 8, health: 0)
Destroyed: darden1756 (distance: 103, speed: 5, health: 0)
Destroyed: darden2899 (distance: 144, speed: 7, health: 0)
Destroyed: darden3574 (distance: 201, speed: 10, health: 0)
Destroyed: darden631 (distance: 122, speed: 6, health: 0)
Destroyed: darden838 (distance: 40, speed: 2, health: 0)
Destroyed: fee3192 (distance: 123, speed: 6, health: 0)
Destroyed: garcia3638 (distance: 82, speed: 4, health: 0)
Destroyed: noah1843 (distance: 162, speed: 8, health: 0)
Destroyed: noah2410 (distance: 167, speed: 8, health: 0)
Destroyed: noah3085 (distance: 201, speed: 10, health: 0)
Destroyed: noah538 (distance: 125, speed: 6, health: 0)
Destroyed: paoletti1629 (distance: 62, speed: 3, health: 0)
Destroyed: paoletti3834 (distance: 122, speed: 6, health: 0)
Destroyed: will464 (distance: 103, speed: 5, health: 0)
Destroyed: bing301 (distance: 167, speed: 8, health: 0)
Destroyed: bing3208 (distance: 140, speed: 7, health: 0)
At the end of round 17, the median zombie lifetime is 3
Round: 18
Moved: paoletti0 (distance: 42, speed: 2, health: 2)
Moved: bing4 (distance: 104, speed: 3, health: 4)
Moved: noah7 (distance: 116, speed: 1, health: 5)
Moved: potatobot8 (distance: 99, speed: 3, health: 2)
Moved: paoletti9 (distance: 169, speed: 3, health: 3)
Moved: darden10 (distance: 95, speed: 5, health: 5)
Moved: garcia11 (distance: 77, speed: 3, health: 1)
Moved: cris12 (distance: 140, speed: 7, health: 2)
Moved: will14 (distance: 199, speed: 2, health: 3)
Moved: fee15 (distance: 157, speed: 4, health: 1)
Moved: paoletti18 (distance: 137, speed: 2, health: 3)
Moved: cris30 (distance: 155, speed: 4, health: 5)
Moved: bing31 (distance: 131, speed: 3, health: 3)
Moved: paoletti36 (distance: 206, speed: 3, health: 3)
Moved: bing40 (distance: 181, speed: 3, health: 4)
Moved: will41 (distance: 89, speed: 2, health: 3)
Moved: fee42 (distance: 203, speed: 5, health: 3)
Moved: noah43 (distance: 123, speed: 2, health: 4)
Moved: bing49 (distance: 65, speed: 1, health: 5)
Moved: paoletti54 (distance: 88, speed: 1, health: 1)
Moved: bing58 (distance: 137, speed: 2, health: 5)
Moved: fee60 (distance: 165, speed: 7, health: 3)
Moved: darden64 (distance: 147, speed: 3, health: 3)
Moved: cris66 (distance: 165, speed: 7, health: 3)
Moved: bing67 (distance: 120, speed: 2, health: 2)
Moved: will68 (distance: 230, speed: 3, health: 1)
Moved: fee69 (distance: 132, speed: 4, health: 1)
Moved: potatobot71 (distance: 109, speed: 1, health: 4)
Moved: noah79 (distance: 151, speed: 4, health: 2)
Moved: potatobot80 (distance: 161, speed: 3, health: 1)
Moved: paoletti81 (distance: 256, speed: 1, health: 3)
Moved: darden82 (distance: 190, speed: 6, health: 2)
Moved: fee87 (distance: 71, speed: 1, health: 4)
Moved: darden91 (distance: 118, speed: 2, health: 1)
Moved: bing94 (distance: 230, speed: 2, health: 1)
Moved: noah97 (distance: 79, speed: 1, health: 5)
Moved: paoletti99 (distance: 60, speed: 2, health: 4)
Moved: cris102 (distance: 133, speed: 6, health: 2)
Moved: bing103 (distance: 135, speed: 6, health: 3)
Moved: noah106 (distance: 61, speed: 1, health: 3)
Moved: fee114 (distance: 171, speed: 1, health: 2)
Moved: darden118 (distance: 191, speed: 4, health: 1)
Moved: cris120 (distance: 253, speed: 1, health: 5)
Moved: bing130 (distance: 210, speed: 2, health: 1)
Moved: fee132 (distance: 32, speed: 1, health: 2)
Moved: paoletti135 (distance: 129, speed: 3, health: 2)
Moved: fee141 (distance: 127, speed: 1, health: 3)
Moved: darden145 (distance: 273, speed: 1, health: 5)
Moved: garcia146 (distance: 137, speed: 2, health: 5)
Moved: will149 (distance: 208, speed: 3, health: 5)
Moved: garcia155 (distance: 65, speed: 1, health: 5)
Moved: cris156 (distance: 245, speed: 2, health: 5)
Moved: bing157 (distance: 155, speed: 6, health: 5)
Moved: potatobot161 (distance: 197, speed: 5, health: 4)
Moved: darden163 (distance: 141, speed: 3, health: 3)
Moved: garcia164 (distance: 66, speed: 2, health: 5)
Moved: cris165 (distance: 214, speed: 3, health: 2)
Moved: bing166 (distance: 187, speed: 2, health: 4)
Moved: bing175 (distance: 242, speed: 3, health: 2)
Moved: paoletti180 (distance: 196, speed: 4, health: 1)
Moved: will185 (distance: 218, speed: 1, health: 4)
Moved: fee186 (distance: 109, speed: 3, health: 2)
Moved: noah187 (distance: 146, speed: 6, health: 5)
Moved: darden190 (distance: 146, speed: 1, health: 5)
Moved: garcia191 (distance: 181, speed: 4, health: 3)
Moved: will194 (distance: 29, speed: 1, health: 2)
Moved: potatobot197 (distance: 250, speed: 1, health: 5)
Moved: paoletti198 (distance: 168, speed: 7, health: 2)
Moved: will203 (distance: 126, speed: 2, health: 1)
Moved: bing211 (distance: 108, speed: 4, health: 3)
Moved: will212 (distance: 160, speed: 2, health: 3)
Moved: fee213 (distance: 196, speed: 6, health: 5)
Moved: paoletti216 (distance: 177, speed: 3, health: 3)
Moved: darden217 (distance: 68, speed: 2, health: 1)
Moved: garcia218 (distance: 111, speed: 3, health: 3)
Moved: noah223 (distance: 142, speed: 6, health: 5)
Moved: potatobot224 (distance: 200, speed: 1, health: 5)
Moved: noah232 (distance: 125, speed: 4, health: 5)
Moved: darden244 (distance: 64, speed: 3, health: 2)
Moved: cris246 (distance: 188, speed: 6, health: 5)
Moved: potatobot251 (distance: 116, speed: 1, health: 5)
Moved: darden253 (distance: 185, speed: 3, health: 5)
Moved: garcia254 (distance: 104, speed: 5, health: 3)
Moved: bing256 (distance: 187, speed: 2, health: 4)
Moved: will257 (distance: 231, speed: 4, health: 1)
Moved: garcia263 (distance: 183, speed: 5, health: 2)
Moved: cris264 (distance: 93, speed: 2, health: 5)
Moved: darden271 (distance: 257, speed: 2, health: 5)
Moved: garcia272 (distance: 222, speed: 4, health: 3)
Moved: fee276 (distance: 241, speed: 2, health: 3)
Moved: noah277 (distance: 108, speed: 2, health: 3)
Moved: potatobot278 (distance: 41, speed: 2, health: 3)
Moved: cris282 (distance: 222, speed: 2, health: 2)
Moved: bing283 (distance: 224, speed: 4, health: 1)
Moved: will284 (distance: 167, speed: 5, health: 4)
Moved: darden289 (distance: 87, speed: 4, health: 4)
Moved: garcia290 (distance: 225, speed: 3, health: 3)
Moved: fee294 (distance: 167, speed: 5, health: 3)
Moved: darden298 (distance: 81, speed: 3, health: 5)
Moved: cris300 (distance: 268, speed: 1, health: 3)
Moved: paoletti306 (distance: 170, speed: 3, health: 5)
Moved: garcia308 (distance: 78, speed: 2, health: 1)
Moved: cris309 (distance: 224, speed: 3, health: 5)
Moved: fee312 (distance: 180, speed: 7, health: 1)
Moved: potatobot314 (distance: 101, speed: 2, health: 4)
Moved: paoletti315 (distance: 197, speed: 1, health: 4)
Moved: will320 (distance: 159, speed: 5, health: 2)
Moved: noah322 (distance: 79, speed: 1, health: 1)
Moved: paoletti324 (distance: 257, speed: 2, health: 1)
Moved: garcia326 (distance: 162, speed: 5, health: 3)
Moved: cris327 (distance: 150, speed: 5, health: 5)
Moved: bing328 (distance: 195, speed: 3, health: 4)
Moved: will329 (distance: 217, speed: 1, health: 5)
Moved: darden334 (distance: 155, speed: 5, health: 2)
Moved: garcia335 (distance: 132, speed: 4, health: 1)
Moved: cris336 (distance: 153, speed: 3, health: 5)
Moved: bing337 (distance: 231, speed: 2, health: 5)
Moved: will338 (distance: 102, speed: 3, health: 4)
Moved: noah340 (distance: 112, speed: 4, health: 4)
Moved: potatobot341 (distance: 188, speed: 2, health: 4)
Moved: garcia344 (distance: 165, speed: 3, health: 4)
Moved: cris345 (distance: 128, speed: 2, health: 1)
Moved: fee348 (distance: 103, speed: 4, health: 3)
Moved: paoletti351 (distance: 49, speed: 1, health: 1)
Moved: potatobot359 (distance: 173, speed: 7, health: 5)
Moved: paoletti360 (distance: 129, speed: 6, health: 4)
Moved: garcia362 (distance: 222, speed: 1, health: 2)
Moved: cris372 (distance: 121, speed: 2, health: 2)
Moved: bing373 (distance: 166, speed: 4, health: 4)
Moved: will374 (distance: 155, speed: 3, health: 4)
Moved: cris381 (distance: 162, speed: 7, health: 4)
Moved: bing382 (distance: 199, speed: 1, health: 1)
Moved: will383 (distance: 89, speed: 1, health: 3)
Moved: darden388 (distance: 127, speed: 3, health: 4)
Moved: garcia389 (distance: 82, speed: 3, health: 1)
Moved: will392 (distance: 188, speed: 3, health: 1)
Moved: darden406 (distance: 234, speed: 3, health: 1)
Moved: will410 (distance: 192, speed: 5, health: 4)
Moved: noah412 (distance: 20, speed: 1, health: 4)
Moved: potatobot413 (distance: 91, speed: 3, health: 2)
Moved: darden415 (distance: 139, speed: 6, health: 2)
Moved: garcia416 (distance: 170, speed: 1, health: 3)
Moved: will419 (distance: 140, speed: 4, health: 3)
Moved: fee420 (distance: 191, speed: 6, health: 4)
Moved: potatobot422 (distance: 143, speed: 3, health: 4)
Moved: paoletti423 (distance: 169, speed: 5, health: 1)
Moved: darden424 (distance: 95, speed: 1, health: 5)
Moved: cris426 (distance: 201, speed: 1, health: 3)
Moved: fee429 (distance: 107, speed: 1, health: 1)
Moved: potatobot431 (distance: 146, speed: 5, health: 3)
Moved: garcia434 (distance: 45, speed: 2, health: 2)
Moved: will437 (distance: 163, speed: 8, health: 5)
Moved: fee438 (distance: 245, speed: 3, health: 5)
Moved: potatobot440 (distance: 215, speed: 5, health: 4)
Moved: darden442 (distance: 108, speed: 4, health: 3)
Moved: noah448 (distance: 146, speed: 6, health: 4)
Moved: paoletti450 (distance: 142, speed: 5, health: 5)
Moved: darden451 (distance: 199, speed: 4, health: 3)
Moved: garcia452 (distance: 219, speed: 3, health: 3)
Moved: will455 (distance: 226, speed: 4, health: 2)
Moved: fee456 (distance: 198, speed: 4, health: 5)
Moved: paoletti459 (distance: 156, speed: 2, health: 2)
Moved: garcia461 (distance: 182, speed: 6, health: 3)
Moved: cris462 (distance: 253, speed: 2, health: 4)
Moved: bing463 (distance: 92, speed: 1, health: 5)
Moved: darden469 (distance: 126, speed: 2, health: 5)
Moved: will473 (distance: 244, speed: 2, health: 1)
Moved: cris480 (distance: 201, speed: 4, health: 4)
Moved: fee483 (distance: 196, speed: 3, health: 5)
Moved: cris489 (distance: 107, speed: 3, health: 1)
Moved: bing490 (distance: 152, speed: 3, health: 1)
Moved: fee492 (distance: 191, speed: 2, health: 1)
Moved: garcia497 (distance: 195, speed: 3, health: 5)
Moved: cris498 (distance: 179, speed: 4, health: 1)
Moved: cris507 (distance: 78, speed: 2, health: 5)
Moved: potatobot512 (distance: 196, speed: 1, health: 3)
Moved: paoletti513 (distance: 181, speed: 1, health: 4)
Moved: darden514 (distance: 103, speed: 4, health: 2)
Moved: garcia515 (distance: 144, speed: 3, health: 5)
Moved: will518 (distance: 140, speed: 6, health: 3)
Moved: fee519 (distance: 186, speed: 1, health: 2)
Moved: noah520 (distance: 193, speed: 1, health: 2)
Moved: potatobot521 (distance: 127, speed: 2, health: 3)
Moved: cris525 (distance: 233, speed: 3, health: 4)
Moved: will527 (distance: 203, speed: 4, health: 4)
Moved: darden532 (distance: 196, speed: 1, health: 2)
Moved: will536 (distance: 213, speed: 3, health: 3)
Moved: fee537 (distance: 167, speed: 3, health: 2)
Moved: potatobot539 (distance: 136, speed: 6, health: 4)
Moved: garcia542 (distance: 185, speed: 3, health: 5)
Moved: bing544 (distance: 28, speed: 1, health: 3)
Moved: fee546 (distance: 174, speed: 5, health: 4)
Moved: potatobot548 (distance: 52, speed: 1, health: 3)
Moved: paoletti549 (distance: 155, speed: 4, health: 4)
Moved: darden550 (distance: 103, speed: 5, health: 3)
Moved: garcia551 (distance: 221, speed: 1, health: 5)
Moved: cris561 (distance: 78, speed: 3, health: 2)
Moved: bing562 (distance: 177, speed: 7, health: 2)
Moved: potatobot566 (distance: 97, speed: 4, health: 1)
Moved: darden568 (distance: 178, speed: 5, health: 4)
Moved: cris570 (distance: 199, speed: 1, health: 1)
Moved: paoletti576 (distance: 182, speed: 4, health: 5)
Moved: will581 (distance: 233, speed: 4, health: 1)
Moved: fee582 (distance: 145, speed: 7, health: 4)
Moved: potatobot584 (distance: 157, speed: 7, health: 4)
Moved: paoletti585 (distance: 128, speed: 1, health: 4)
Moved: garcia587 (distance: 184, speed: 1, health: 3)
Moved: cris588 (distance: 212, speed: 3, health: 2)
Moved: will590 (distance: 160, speed: 2, health: 1)
Moved: darden595 (distance: 125, speed: 1, health: 5)
Moved: noah610 (distance: 160, speed: 6, health: 5)
Moved: garcia614 (distance: 194, speed: 4, health: 5)
Moved: cris615 (distance: 84, speed: 1, health: 2)
Moved: bing616 (distance: 210, speed: 5, health: 1)
Moved: will617 (distance: 87, speed: 3, health: 2)
Moved: fee618 (distance: 196, speed: 3, health: 1)
Moved: darden622 (distance: 233, speed: 2, health: 3)
Moved: cris624 (distance: 217, speed: 4, health: 5)
Moved: fee627 (distance: 203, speed: 1, health: 1)
Moved: noah628 (distance: 188, speed: 7, health: 4)
Moved: garcia632 (distance: 234, speed: 4, health: 3)
Moved: will635 (distance: 96, speed: 2, health: 2)
Moved: fee636 (distance: 129, speed: 1, health: 4)
Moved: bing643 (distance: 139, speed: 2, health: 5)
Moved: will644 (distance: 109, speed: 2, health: 3)
Moved: paoletti648 (distance: 238, speed: 3, health: 3)
Moved: garcia650 (distance: 150, speed: 7, health: 3)
Moved: fee654 (distance: 222, speed: 4, health: 4)
Moved: darden658 (distance: 160, speed: 8, health: 1)
Moved: garcia659 (distance: 239, speed: 1, health: 4)
Moved: bing661 (distance: 92, speed: 4, health: 3)
Moved: will662 (distance: 186, speed: 5, health: 1)
Moved: fee663 (distance: 145, speed: 1, health: 3)
Moved: paoletti666 (distance: 148, speed: 7, health: 1)
Moved: garcia668 (distance: 126, speed: 4, health: 4)
Moved: cris669 (distance: 204, speed: 4, health: 1)
Moved: potatobot674 (distance: 157, speed: 7, health: 4)
Moved: darden676 (distance: 40, speed: 2, health: 2)
Moved: garcia677 (distance: 91, speed: 4, health: 1)
Moved: cris678 (distance: 139, speed: 5, health: 1)
Moved: fee681 (distance: 245, speed: 3, health: 3)
Moved: paoletti684 (distance: 216, speed: 1, health: 4)
Moved: garcia686 (distance: 155, speed: 3, health: 3)
Moved: bing688 (distance: 154, speed: 2, health: 2)
Moved: fee690 (distance: 127, speed: 4, health: 2)
Moved: cris696 (distance: 128, speed: 1, health: 4)
Moved: noah700 (distance: 154, speed: 1, health: 2)
Moved: paoletti702 (distance: 189, speed: 5, health: 3)
Moved: garcia704 (distance: 138, speed: 7, health: 5)
Moved: cris705 (distance: 131, speed: 4, health: 3)
Moved: potatobot710 (distance: 165, speed: 6, health: 1)
Moved: paoletti711 (distance: 182, speed: 4, health: 1)
Moved: cris714 (distance: 168, speed: 4, health: 5)
Moved: fee717 (distance: 161, speed: 6, health: 3)
Moved: potatobot719 (distance: 159, speed: 6, health: 3)
Moved: paoletti720 (distance: 178, speed: 6, health: 4)
Moved: garcia722 (distance: 71, speed: 1, health: 5)
Moved: noah727 (distance: 207, speed: 3, health: 5)
Moved: paoletti729 (distance: 84, speed: 1, health: 1)
Moved: garcia731 (distance: 102, speed: 2, health: 1)
Moved: will734 (distance: 105, speed: 1, health: 5)
Moved: paoletti738 (distance: 270, speed: 1, health: 3)
Moved: darden739 (distance: 147, speed: 6, health: 5)
Moved: cris741 (distance: 196, speed: 3, health: 2)
Moved: bing742 (distance: 180, speed: 3, health: 5)
Moved: will743 (distance: 128, speed: 5, health: 5)
Moved: fee744 (distance: 149, speed: 6, health: 3)
Moved: cris750 (distance: 198, speed: 6, health: 4)
Moved: bing751 (distance: 196, speed: 6, health: 3)
Moved: potatobot755 (distance: 155, speed: 4, health: 3)
Moved: paoletti756 (distance: 179, speed: 3, health: 5)
Moved: bing760 (distance: 107, speed: 2, health: 2)
Moved: will761 (distance: 111, speed: 3, health: 3)
Moved: fee762 (distance: 229, speed: 1, health: 2)
Moved: noah763 (distance: 158, speed: 2, health: 5)
Moved: paoletti765 (distance: 144, speed: 1, health: 5)
Moved: noah772 (distance: 166, speed: 2, health: 4)
Moved: darden775 (distance: 146, speed: 6, health: 4)
Moved: darden784 (distance: 65, speed: 3, health: 4)
Moved: cris786 (distance: 146, speed: 2, health: 2)
Moved: fee789 (distance: 160, speed: 4, health: 3)
Moved: noah790 (distance: 214, speed: 3, health: 3)
Moved: potatobot791 (distance: 281, speed: 1, health: 5)
Moved: paoletti792 (distance: 136, speed: 4, health: 1)
Moved: noah799 (distance: 200, speed: 4, health: 4)
Moved: garcia803 (distance: 151, speed: 5, health: 5)
Moved: fee807 (distance: 104, speed: 5, health: 4)
Moved: paoletti810 (distance: 219, speed: 3, health: 5)
Moved: garcia812 (distance: 241, speed: 1, health: 1)
Moved: cris813 (distance: 188, speed: 2, health: 2)
Moved: bing814 (distance: 213, speed: 1, health: 2)
Moved: will815 (distance: 169, speed: 4, health: 1)
Moved: fee816 (distance: 215, speed: 1, health: 4)
Moved: noah817 (distance: 204, speed: 4, health: 3)
Moved: paoletti819 (distance: 197, speed: 6, health: 4)
Moved: garcia821 (distance: 222, speed: 1, health: 2)
Moved: cris822 (distance: 161, speed: 7, health: 3)
Moved: cris831 (distance: 140, speed: 5, health: 2)
Moved: bing832 (distance: 34, speed: 1, health: 1)
Moved: will833 (distance: 73, speed: 3, health: 1)
Moved: noah835 (distance: 68, speed: 1, health: 5)
Moved: garcia839 (distance: 213, speed: 4, health: 2)
Moved: cris840 (distance: 77, speed: 3, health: 2)
Moved: will842 (distance: 254, speed: 1, health: 3)
Moved: potatobot845 (distance: 269, speed: 1, health: 1)
Moved: garcia848 (distance: 177, speed: 4, health: 4)
Moved: cris849 (distance: 234, speed: 4, health: 2)
Moved: bing850 (distance: 130, speed: 2, health: 5)
Moved: will851 (distance: 199, speed: 5, health: 4)
Moved: fee852 (distance: 64, speed: 1, health: 1)
Moved: potatobot854 (distance: 268, speed: 2, health: 2)
Moved: paoletti855 (distance: 256, speed: 2, health: 2)
Moved: will860 (distance: 30, speed: 1, health: 1)
Moved: fee861 (distance: 99, speed: 4, health: 4)
Moved: darden865 (distance: 174, speed: 5, health: 3)
Moved: garcia866 (distance: 116, speed: 4, health: 4)
Moved: bing868 (distance: 122, speed: 6, health: 3)
Moved: will869 (distance: 224, speed: 5, health: 5)
Moved: paoletti873 (distance: 187, speed: 4, health: 1)
Moved: darden874 (distance: 125, speed: 4, health: 5)
Moved: garcia875 (distance: 112, speed: 2, health: 5)
Moved: garcia884 (distance: 92, speed: 4, health: 3)
Moved: bing886 (distance: 78, speed: 3, health: 5)
Moved: will887 (distance: 185, speed: 4, health: 2)
Moved: fee888 (distance: 112, speed: 2, health: 5)
Moved: paoletti891 (distance: 184, speed: 2, health: 2)
Moved: garcia893 (distance: 239, speed: 1, health: 5)
Moved: bing895 (distance: 198, speed: 1, health: 5)
Moved: will896 (distance: 239, speed: 2, health: 3)
Moved: fee897 (distance: 146, speed: 4, health: 1)
Moved: paoletti900 (distance: 82, speed: 4, health: 2)
Moved: fee906 (distance: 81, speed: 2, health: 5)
Moved: garcia911 (distance: 263, speed: 1, health: 1)
Moved: fee915 (distance: 125, speed: 4, health: 3)
Moved: noah916 (distance: 175, speed: 4, health: 5)
Moved: potatobot917 (distance: 214, speed: 4, health: 5)
Moved: darden919 (distance: 170, speed: 6, health: 4)
Moved: garcia920 (distance: 169, speed: 3, health: 5)
Moved: bing922 (distance: 219, speed: 2, health: 3)
Moved: fee924 (distance: 142, speed: 4, health: 2)
Moved: paoletti927 (distance: 183, speed: 7, health: 5)
Moved: darden928 (distance: 157, speed: 4, health: 2)
Moved: garcia929 (distance: 117, speed: 2, health: 1)
Moved: cris930 (distance: 208, speed: 4, health: 2)
Moved: potatobot935 (distance: 32, speed: 1, health: 1)
Moved: paoletti936 (distance: 195, speed: 7, health: 1)
Moved: bing940 (distance: 251, speed: 3, health: 4)
Moved: fee942 (distance: 81, speed: 2, health: 3)
Moved: darden946 (distance: 205, speed: 3, health: 1)
Moved: darden964 (distance: 210, speed: 5, health: 4)
Moved: cris966 (distance: 140, speed: 7, health: 4)
Moved: bing967 (distance: 180, speed: 8, health: 3)
Moved: fee969 (distance: 224, speed: 3, health: 5)
Moved: noah970 (distance: 189, speed: 6, health: 3)
Moved: paoletti972 (distance: 167, speed: 6, health: 1)
Moved: darden973 (distance: 114, speed: 1, health: 5)
Moved: garcia974 (distance: 154, speed: 3, health: 5)
Moved: cris975 (distance: 73, speed: 1, health: 2)
Moved: bing976 (distance: 203, speed: 2, health: 1)
Moved: fee978 (distance: 64, speed: 1, health: 4)
Moved: paoletti981 (distance: 172, speed: 5, health: 4)
Moved: bing985 (distance: 135, speed: 4, health: 4)
Moved: cris993 (distance: 247, speed: 2, health: 1)
Moved: bing994 (distance: 216, speed: 2, health: 3)
Moved: fee996 (distance: 118, speed: 1, health: 2)
Moved: potatobot998 (distance: 217, speed: 5, health: 2)
Moved: garcia1001 (distance: 251, speed: 1, health: 4)
Moved: will1004 (distance: 127, speed: 5, health: 3)
Moved: noah1006 (distance: 167, speed: 7, health: 1)
Moved: garcia1010 (distance: 200, speed: 3, health: 2)
Moved: fee1014 (distance: 239, speed: 4, health: 2)
Moved: noah1015 (distance: 97, speed: 3, health: 5)
Moved: garcia1019 (distance: 252, speed: 3, health: 2)
Moved: will1022 (distance: 252, speed: 1, health: 2)
Moved: noah1024 (distance: 236, speed: 4, health: 3)
Moved: cris1029 (distance: 101, speed: 2, health: 5)
Moved: will1031 (distance: 198, speed: 1, health: 4)
Moved: fee1032 (distance: 110, speed: 2, health: 4)
Moved: noah1033 (distance: 47, speed: 1, health: 1)
Moved: paoletti1035 (distance: 216, speed: 3, health: 5)
Moved: garcia1037 (distance: 174, speed: 5, health: 1)
Moved: cris1038 (distance: 253, speed: 1, health: 2)
Moved: fee1041 (distance: 159, speed: 3, health: 5)
Moved: noah1042 (distance: 51, speed: 2, health: 1)
Moved: bing1048 (distance: 202, speed: 5, health: 2)
Moved: will1049 (distance: 85, speed: 3, health: 5)
Moved: darden1054 (distance: 137, speed: 6, health: 5)
Moved: garcia1055 (distance: 185, speed: 3, health: 4)
Moved: will1058 (distance: 145, speed: 4, health: 2)
Moved: fee1059 (distance: 176, speed: 6, health: 5)
Moved: noah1060 (distance: 170, speed: 5, health: 4)
Moved: potatobot1061 (distance: 138, speed: 6, health: 3)
Moved: paoletti1062 (distance: 108, speed: 5, health: 2)
Moved: will1067 (distance: 152, speed: 5, health: 3)
Moved: fee1068 (distance: 112, speed: 3, health: 5)
Moved: garcia1073 (distance: 49, speed: 2, health: 1)
Moved: cris1074 (distance: 153, speed: 7, health: 2)
Moved: bing1075 (distance: 96, speed: 2, health: 2)
Moved: will1076 (distance: 218, speed: 2, health: 5)
Moved: fee1077 (distance: 97, speed: 3, health: 2)
Moved: noah1078 (distance: 53, speed: 1, health: 1)
Moved: darden1081 (distance: 88, speed: 1, health: 2)
Moved: cris1083 (distance: 100, speed: 1, health: 4)
Moved: paoletti1089 (distance: 110, speed: 3, health: 2)
Moved: darden1090 (distance: 261, speed: 1, health: 4)
Moved: garcia1091 (distance: 73, speed: 3, health: 3)
Moved: bing1093 (distance: 49, speed: 2, health: 1)
Moved: noah1096 (distance: 188, speed: 7, health: 1)
Moved: potatobot1097 (distance: 187, speed: 5, health: 2)
Moved: paoletti1098 (distance: 264, speed: 1, health: 3)
Moved: darden1099 (distance: 167, speed: 7, health: 2)
Moved: will1103 (distance: 188, speed: 1, health: 5)
Moved: potatobot1106 (distance: 142, speed: 5, health: 4)
Moved: darden1108 (distance: 127, speed: 1, health: 4)
Moved: garcia1109 (distance: 177, speed: 3, health: 2)
Moved: potatobot1115 (distance: 114, speed: 4, health: 3)
Moved: paoletti1116 (distance: 145, speed: 2, health: 1)
Moved: cris1119 (distance: 270, speed: 2, health: 4)
Moved: fee1122 (distance: 152, speed: 7, health: 4)
Moved: potatobot1124 (distance: 198, speed: 1, health: 2)
Moved: darden1126 (distance: 129, speed: 2, health: 5)
Moved: will1130 (distance: 174, speed: 2, health: 3)
